incident_number,incident_summary,true_location,llama3_8b_pred,mistral_7b_pred,mixtral_8x7b_pred,flan_t5_xl_pred,gpt4o_mini_pred,gemini_flash_pred
206231502,"While observing two day bandh across Bihar, Jharkhand and Chattisgarh, the Maoists burnt down eight tractors at Agrail village in Vaishali District and set ablaze a mobile tower at Gausganj village near Paliganj in Patna in separate incidents.","state: Bihar, district: Patna, village: Agrail, other_locations: Paliganj, Gausganj",state: Bihar - District: Vaishali - Village: Agrail - Other locations: Pal,"state: Bihar, district: Vaishali, village: Agrail, other_locations: Patna","state: Bihar, district: Vaishali, village: Agrail, other_locations: Gausganj","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Vaishali, village: Agrail, other_locations: Gausganj",
306231501,"Four suspected CPI-Maoist ""sympathisers"", identified as Sunaram Teta (30), Dharam Singh Korche (36), Atmaram Korram (30) and Baliram Korche (30), were arrested under Korar Police Station limits in Kanker District for their alleged involvement in torching of vehicles at a mining site in Korar region.","state: Chhattisgarh, district: Kanker, other_locations: Korar Police Station","state: Chhattisgarh, district: Kanker, village: Korar, other_locations: Korar region","state: Chhattisgarh, district: Kanker, village: Not mentioned, other_locations: Korar","state: Chhattisgarh, district: Kanker, village: Korar","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kanker, village: Korar",
206231501,"While observing two day bandh across Bihar, Jharkhand and Chattisgarh, the Maoists burnt down eight tractors at Agrail village in Vaishali District and set ablaze a mobile tower at Gausganj village near Paliganj in Patna in separate incidents","state: Bihar, district: Vaishali, village: Agrail, other_locations: Gausganj",state: Bihar - District: Vaishali - Village: Agrail - Other locations: Pal,"state: Bihar, district: Vaishali, village: Agrail, other_locations: Patna","state: Bihar, district: Vaishali, village: Agrail, other_locations: Gausganj","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Vaishali, village: Agrail, other_locations: Gausganj",
306241501,"In a major haul of CPI-Maoist weaponry, three improvised rocket launchers and two detonators have been seized from a dense forest under Madanwada Police Station limits in Rajnandgaon District.","state: Chhattisgarh, district: Rajnandgaon, village: Madanwada, other_locations: Madanwada Police Station",other_locations: Rajnandgaon District,"state: Chhattisgarh, district: Rajnandgaon, village: (not mentioned), other_locations: Madanwada Police Station.","state: Chhattisgarh, district: Rajnandgaon, village: Madanwada","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Rajnandgaon, other_locations: Madanwada Police Station",
206241501,"A CPI-Maoist cadre, identified as Nand Lal Paswan, was arrested by Bihar State Police from Jokia village under Bhagwanpur Police Station limits in Begusarai District.","state: Bihar, district: Begusarai, village: Jokia, other_locations: Bhagwanpur Police Station limits","district: Begusarai, village: Jokia, other_locations: Bhagwanpur Police Station"" Reasoning Skill: This question requires the ability to identify and extract relevant information from a text","state: Bihar, district: Begusarai, village: Jokia, other_locations: Bhagwanpur Police Station","state: Bihar, district: Begusarai, village: Jokia","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Begusarai, village: Jokia, other_locations: Bhagwanpur Police Station",
306251501,"Police arrested a Maoist, identified as Jugnu alias Jagmohan, during a search operation carried out in a village under the limits of Badgaon Police Station limits in Kanker District.","state: Chhattisgarh, district: Kanker, other_locations: Badgaon Police Station","state: Chhattisgarh, district: Kanker, village: Badgaon, other_locations: Police Station limits. Explanation: The location hierarchy is Chhattisgarh (state) > Kanker (district) > Badgaon (village) > Police Station limits (other locations","state: Chhattisgarh, district: Kanker, village: Badgaon, other_locations: """"","state: Chhattisgarh, district: Kanker, village: <name>, other_locations: Badgaon Police Station limits","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kanker, village: Badgaon",
806251501,"A CPI-Maoist cadre, identified as Seemant Soren (22), who was allegedly involved in several violent incidents including the killing of Pakur District SP Amarjeet Balihar in 2013, was arrested from Chatupara locality of Dumka District.","state: Jharkhand, district: Dumka, village: Chatupara","state: Jharkhand, district: Dumka, village: Chatupara locality, other_locations: Pakur District","state: Jharkhand, district: Dumka, village: (not mentioned), other_locations: Chatupara.","state: Jharkhand, district: Dumka, village: Chatupara","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Dumka, village: Chatupara",
1406251501,"Two hardcore CPI-Maoist cadres, identified as Adama Kawasi (21) and Rama Madkami (20), carrying reward money of INR 100,000 each on their head, surrendered in Malkangiri District. Both were active members of Malkangiri Koraput Border Division. ""Kawasi was the personal bodyguard of Uday, secretary of MKBD of Maoists,"" said Inspector General of Police (IGP), south west range of Odisha, Yashwant Jethwa.","state: Odisha, district: Malkangiri","district: Malkangiri, other_locations: Koraput","state: Odisha, district: Malkangiri, village: Not mentioned, other_locations: MKBD (Maoists' Koraput-Malkangiri Border Division)","state: Odisha, district: Malkangiri, village: <not mentioned>, other_locations: Malkangiri Koraput Border Division","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, other_locations: Malkangiri Koraput Border Division",
306271501,"CPI-Maoist cadres killed their own colleague, identified as Bhagat, a Naxal area committee member in a 'Jan Adalat' at Gunderas village under Gadiras Police Station limits in Sukma District of Chhattisgarh who was preparing to lay down arms before Police. Bhagat was planning to desert the organization, along with his wife, Sukma, SP, D. Shravan, informed. The wife of killed Maoist cadre is still under Naxals' captivity, the Police officer informed.","state: Chhattisgarh, district: Sukma, village: Gunderas, other_locations: Gadiras Police Station","district: Sukma, village: Gunderas, other_locations: Gadiras Police Station","state: Chhattisgarh, district: Sukma, village: Gunderas, other_locations: Gadiras Police Station","state: Chhattisgarh, district: Sukma, village: Gunderas, other_locations: Gadiras Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Gunderas, other_locations: Gadiras Police Station",
306281501,"Three Maoists, including a couple were arrested from separate locations in Dantewada District, Police informed.","state: Chhattisgarh, district: Dantewada","state: Chhattisgarh, district: Dantewada","state: Chhattisgarh, district: Dantewada, village: Empty, other_locations: Empty.","state: Chhattisgarh, district: Dantewada, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Dantewada",
1706281401,"Six persons, who were allegedly being trained by Naxals for the past six months in Dharmapuri and Andhra Pradesh, were arrested by the Police at Natham Colony in Dharmapuri District of Tamil Nadu.","state: Tamil Nadu, district: Dharmapuri, other_locations: Dharmapuri, Natham Colony","village: Natham Colony, other_locations: Dharmapuri","state: Tamil Nadu, district: Dharmapuri, village: Natham Colony, other_locations: Andhra Pradesh","state: Tamil Nadu, district: Dharmapuri, village: Natham Colony, other_locations: Dharmapuri District of Tamil Nadu","state: name>, district: name>, village: name>, other_locations: name>","state: Tamil Nadu, district: Dharmapuri, village: Natham Colony, other_locations: Andhra Pradesh",
306291501,"A hardcore CPI-Maoist cadre identified, as Murra Vedga alias Murra Usendi, who was involved in looting of arms from guards at the residence of BJP leader and former MLA Manturam Pawar was arrested during a search operation carried out in Durgkondal region of Kanker District. Usendi was the 'president' of the Jantana Sarkar of the CPI-Maoist in Chhindpadar region.","state: Chhattisgarh, district: Kanker, other_locations: Durgkondal region","state: Chhattisgarh, district: Kanker, village: Durgkondal, other_locations: Chhindpadar","state: Chhattisgarh, district: Kanker, village: Not mentioned, other_locations: Durgkondal region","state: Chhattisgarh, district: Kanker, village: Durgkondal, other_locations: Chhindpadar region","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kanker, other_locations: Durgkondal",
207011501,"CPI-Maoist cadres killed two youths, identified as Laxman Koda (22), Makhru Koda (24), in Jamunia forest under Piri Bazar Police Station limits of Lakhisarai District. The Maoists picked up the youths from Jamunia village last night and shot them dead in a nearby forest, SP Ashok Kumar said. The Maoists killed the two for being 'police informers', the SP added. The bullet-riddled bodies of the youths have been recovered.","state: Bihar, district: Lakhisarai, village: Jamunia forest, other_locations: Piri Bazar Police Station","district: Lakhisarai, village: Jamunia, other_locations: Jamunia forest","state: Bihar, district: Lakhisarai, village: Jamunia, other_locations: Piri Bazar Police Station","state: Bihar, district: Lakhisarai, village: Jamunia, other_locations: Piri Bazar Police Station limits","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Lakhisarai, village: Jamunia, other_locations: Piri Bazar Police Station",
1407011502,"A tribal man, identified as Lalit Dora (50), was killed by CPI-Maoist cadres in Dhuliput village in Paparmatla area under Chitrakonda Police Station area in Malkangiri District suspecting him to be a Police informer. Maoists stormed in to his house in the night, dragged Dora out and thrashed him to death as the rebels are observing 'protest week' demanding halt to anti-Maoists operations by SFs.","state: Odisha, district: Malkangiri, village: Dhuliput, other_locations: Chitrakonda, in Paparmatla area under Chitrakonda Police Station area","state: Odisha, district: Malkangiri, village: Dhuliput, other_locations: Paparmatla","state: Malkangiri, district: Malkangiri District, village: Dhuliput, other_locations: Paparmatla area","state: Odisha, district: Malkangiri, village: Dhuliput, other_locations: Chitrakonda Police Station area","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Malkangiri, village: Dhuliput, other_locations: Paparmatla",
1407021501,"An exchange of fire took place between SF personnel and the Maoists in the forests of Mara and Atul under the Barkote Police Station limits in Deogarh District. Deogarh SP Sarah Sharma said the exchange of fire took place at around 11 am while joint Forces, consisting of personnel from Deogarh Police, CRPF and DVF, were conducting combing operations in Mara, Atula and Khunta forests in the District.","state: Odisha, district: Deogarh, other_locations: Barkote, Mara, Atula and Khunta forests under the Barkote Police Station limits","state: Odisha, district: Deogarh, village: Mara, other_locations: Atul","state: Odisha, district: Deogarh, village: Not mentioned, other_locations: Mara","state: Odisha, district: Deogarh, village: Mara","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Deogarh, village: Mara, other_locations: Atula",
807031501,"A former CPI-Maoist cadre, identified as Bijay Singh, was arrested by the Nawajaipur Police in Palamu District. Confirming this, the DSP H L Ravi said the arrest was made when this ex-Maoist was flaunting his illicit weapon to frighten the second party in a disputed land.","state: Jharkhand, district: Palamu, other_locations: Nawajaipur Police (Nawa)","district: Palamu, village: Nawajaipur, other_locations: Nawajaipur Police station"" Reasoning Skill: This question requires the ability to identify and extract relevant information from a text","state: Jharkhand, district: Palamu, village: Not mentioned, other_locations: Not mentioned.","state: Jharkhand, district: Palamu, village: Nawajaipur","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Palamu, other_locations: Nawajaipur",
307031502,"Three Maoist cadres were reportedly killed by their colleagues in Sukma during the past one week, the ASP said adding, their bodies are yet to be recovered. ""Our sources informed that a senior-level cadre from Maoist military wing Hemla Bhagat and his wife Kosi, chief of Dandakaranya Kisan Majdoor Sangathan, figured among the rebels reportedly killed by their colleagues early this week,"" Singh said. Badru was murdered after being labeled as 'Police informer', he said.","state: Chhattisgarh, district: Sukma","state: Chhattisgarh, district: Sukma","state: Chhattisgarh, district: Sukma, village: Not mentioned, other_locations: Not mentioned.","state: Chhattisgarh, district: Sukma, village: <not mentioned>, other_locations: Dandakaranya Kisan Majdoor Sangathan","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma",
307031501,"One CPI-Maoist cadre has reportedly been killed by their own Maoist cadres in Sukma District. ""Charred body of the cadre, identified as Badru alias Masa, who was a Section Commander of military platoon number-24 of Maoist outfit was recovered from Permpara village forests under Gadiras Police Station limits,"" ASP, Anti-Maoist operations, Sukma, Santosh Singh said.","state: Chhattisgarh, district: Sukma, village: Permpara, other_locations: Gadiras Police Station","district: Sukma, village: Permpara, other_locations: Gadiras Police Station","state: Chhattisgarh, district: Sukma, village: Permpara, other_locations: Gadiras Police Station.","state: Chhattisgarh, district: Sukma, village: Permpara, other_locations: Gadiras Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Permpara, other_locations: Gadiras Police Station",
1807031501,"The Husnabad Police of Karimnagar District arrested a CPI-Maoist 'deputy commander', identified as Musaki Adma, (22), and seized 37 gelatine sticks from his possession. The arrest of the Maoist leader attains importance in view of Chief Minister K. Chandrasekhar Rao's bus travel in Husnabad region on July 4 to participate in the Haritha Haaram programme.","state: Telangana, district: Karimnagar, other_locations: Husnabad","state: Telangana, district: Karimnagar, village: Husnabad, other_locations: None. Reasoning Skill: This question requires the ability to identify and extract relevant information from a text","state: Telangana, district: Karimnagar, village: Not mentioned, other_locations: Husnabad.","state: Telangana, district: Karimnagar, village: Husnabad","state: name>, district: name>, village: name>, other_locations: name>","state: Telangana, district: Karimnagar, village: Husnabad",
207041501,"A suspected veteran CPI-Maoist, who is accused in several cases of violence and absconding since 1992, was arrested from a place in Paliganj area of Patna District. Patna SSP Vikas Vaibhav said the arrested Maoist has been identified as Indresh Ram. ""Indresh has been an important Maoist involved in at least nine cases of murder, attempt to murder, extortion and violation of Arms Act in Paliganj and Masaurhi Police Station areas. He was absconding for a long time,"" the SSP said.","state: Bihar, district: Patna, village: Paliganj","district: patna, village: paliganj, other_locations: masaurhi police station area","state: Bihar, district: Patna, village: (not mentioned), other_locations: Paliganj","state: Bihar, district: Patna, village: Paliganj, other_locations: Masaurhi Police Station areas","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Patna, village: Paliganj, other_locations: Masaurhi",
807071501,"Jharkhand Police has claimed that confessions by an arrested PLFI cadre led to the seizure of explosives weighing about 100kg in Patna. A senior Police officer said Thomas Soy, a PLFI rebel arrested on charges of extortion in Ranchi on July 7, had given leads about the explosives hidden in a private hostel in Patna.","state: Jharkhand, district: Ranchi, other_locations: Patna (city)","state: Jharkhand, district: Ranchi","state: Jharkhand, district: Not Mentioned, village: Not Mentioned, other_locations: Patna","state: Jharkhand, district: Patna, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Ranchi, other_locations: Patna",
1407081501,"A hardcore woman CPI-Maoist cadre, identified as Nirmala, was arrested by Balangir District Police from Titilagarh Railway Station in Balangir District. The Police had also arrested another Maoist, Goutam Bag, along with her. But Bag allegedly committed suicide.","state: Odisha, district: Balangir, other_locations: Titilagarh Railway Station","state: Odisha, district: Balangir, village: Titilagarh, other_locations: Railway Station","state: Odisha, district: Balangir, village: Not mentioned, other_locations: Titilagarh Railway Station.","state: Odisha, district: Balangir, village: Titilagarh Railway Station","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Balangir, village: Titilagarh, other_locations: Railway Station",
107081501,"A huge cache of detonators and gelatin sticks were seized and four persons arrested in this connection in East Godavari District. The dump found at the Maredumilli bus stand comprised 128 gelatin sticks, 118 electric detonators and 28 electric wires, Ramachopdavaram ASP S Fakirappa said.","state: Andhra Pradesh, district: East Godavari, village: Maredumilli","district: East Godavari, village: Maredumilli, other_locations: Ramachopdavaram","state: Andhra Pradesh, district: East Godavari, village: Maredumilli, other_locations: Ramachopdavaram bus stand.","state: Andhra Pradesh, district: East Godavari, village: Maredumilli, other_locations: Ramachopdavaram","state: name>, district: name>, village: name>, other_locations: name>","state: Andhra Pradesh, district: East Godavari, other_locations: Maredumilli bus stand",
307081501,"Five CPI-Maoist cadres surrendered in Bastar District. ""The cadres turned themselves in before senior Police officials at Jagdalpur District Headquarters,"" IGP, Bastar Range, S.R.P. Kalluri said. Of the surrendered Maoists, Mahesh Tati alias Hurra, the 'deputy commander' of the Malangir LOS was reportedly held hostage by his colleagues after branding him as 'cheater' not loyal to the banned movement, he added. ""As per his statement, Tati had managed to flee from the captivity of Naxals before he surrendered,"" the officer said. He was an expert in imparting training to Maoist recruits in guerrilla warfare and was carrying a reward of INR 300,000 on his head.","state: Chhattisgarh, district: Bastar","district: Gaya, village: Paraiya, other_locations: Malangir LOS","state: Chhattisgarh, district: Bastar, village: Not mentioned, other_locations: Jagdalpur.","state: Chhattisgarh, district: Bastar, village: Jagdalpur, other_locations: Malangir LOS","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bastar, other_locations: Jagdalpur",
1207081501,"CPI-Maoist cadres blew up a range office of the forest department at Decchli village in Aheri tehsil in Gadchiroli District, using LPG cylinders meant for distribution among tribals under a government scheme. All official documents were gutted in the explosion and the roof of the office blown off. The Maoists left a written warning that no villager should work for any forest department programme such as plantation, protection monitoring etc. ""Around 50-60 Naxals came at midnight, took two of the cylinders in our stock to the range office and ignited a blast. All documents were gutted in the fire,"" said a senior forest official.","state: Maharashtra, district: Gadchiroli, village: Decchli, other_locations: Aheri","district: Gadchiroli, village: Decchli, other_locations: Aheri tehsil. Explanation: The incident occurred in the Gadchiroli district","state: Maharashtra, district: Gadchiroli, village: Decchli, other_locations: Aheri tehsil.","state: Maharashtra, district: Gadchiroli, village: Decchli, other_locations: Aheri tehsil","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli, village: Decchli, other_locations: Aheri tehsil",
807081501,"Three CPI-Maoist cadres were arrested by SFs in Latehar District. The arrested trio - Umesh Yadav, Srinath Singh alias Santosh and Ashish Kumar Singh - were arrested during a joint operation by the Jharkhand STF and a team of Latehar District Police.","state: Jharkhand, district: Latehar","district: Latehar, other_locations: Latehar District Police","state: Jharkhand, district: Latehar, village: (not mentioned), other_locations: (not mentioned)","state: Jharkhand, district: Latehar, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Latehar",
207091501,"The Police recovered more than 12 can bombs from a private lodge in Kankarbagh area in Patna District. SSP Vikash Vaibhav said that on a tip off, Police searched the lodge and recovered the bombs hidden there. The CPI-Maoist cadres are suspected to be behind it, he said.","state: Bihar, district: Patna, village: Kankarbagh, other_locations: Patna",state: Bihar - District: Patna - Village: Kankarbagh - Other location: Lodge The other locations are mentioned as,"state: Bihar, district: Patna, village: (not mentioned), other_locations: Kankarbagh","state: Bihar, district: Patna, village: Kankarbagh","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Patna, other_locations: Kankarbagh",
207091502,"A Maoist cadre, identified as Mithlesh Ram, was arrested with firearms from Hathori village in Muzaffarpur District.","state: Bihar, district: Muzaffarpur, village: Hathori","state: Bihar, district: Muzaffarpur, village: Hathori"" Reasoning Skill: Identifying and Extracting Information This question requires the ability to identify and extract relevant information from a given text","state: Bihar, district: Muzaffarpur, village: Hathori, other_locations: """"","state: Bihar, district: Muzaffarpur, village: Hathori","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Muzaffarpur, village: Hathori",
207091503,A huge cache of explosives belonging to the PLFI was recovered from a private lodge at Khemnichak under Ram Krishna Nagar Police Station limits in Patna District. Nine persons have been detained in this connection. Police said around 100 kilograms explosives was recovered from one of the rooms on the first floor of the lodge. Patna SSP Vikas Vaibhav confirmed the recovery of explosives.,"state: Bihar, district: Patna, village: Khemnichak, other_locations: Patna, Ram Krishna Nagar Police Station limits","district: patna, village: khemnichak, other_locations: ram krishna nagar police station","state: Bihar, district: Patna, village: Not mentioned, other_locations: Ram Krishna Nagar","state: Bihar, district: Patna, village: Khemnichak, other_locations: Ram Krishna Nagar Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Patna, village: Khemnichak, other_locations: Ram Krishna Nagar Police Station",
207091504,Suspected Maoists kidnapped a student from a reputed residential school in Jamui District.,"state: Bihar, district: Jamui","state: Bihar, district: Jamui, village: None, other_locations: None. Explanation: The incident took place in Jamui District","state: Bihar, district: Jamui, village: (not mentioned), other_locations: (not mentioned)","state: Bihar, district: Jamui, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Jamui",
307101501,"Maoists released an Auxiliary Constable of Chhattisgarh Police, who was abducted from Sukma District of the State on July 10. Madvi Soma, a SPO turned Auxiliary Constable posted in Polampalli Police Station of Sukma District of Chhattisgarh, was abducted by the Maoists when he was travelling to Dornapal town in a local transport vehicle for some personal work.","state: Chhattisgarh, district: Sukma, village: Dornapal","district: Sukma, village: Polampalli, other_locations: Dornapal","state: Chhattisgarh, district: Sukma, village: (not mentioned), other_locations: Polampalli","state: Chhattisgarh, district: Sukma, village: Polampalli, other_locations: Dornapal","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Polampalli, other_locations: Dornapal",
807101502,"Police arrested a Maoist area commander named Baleshwar Yadav at Jolha Bigha village under Pratappur Police Station near the Jharkhand-Bihar border in Chatra District. Chatra SP Surendra Jha said ""Yadav has been a Maoist ideologue for some years. He had told his leaders that he was medically unfit and couldn't carry guns."" Yadav is reportedly attached to the cultural and political wing of the CPI-Maoist.","state: Jharkhand, district: Chatra, village: Jolha Bigha, other_locations: Pratappur Police Station near the Jharkhand-Bihar border","district: Chatra, village: Jolha Bigha, other_locations: CPI-Maoist. Explanation: The incident took","state: Jharkhand, district: Chatra, village: Jolha Bigha, other_locations: Pratappur Police Station.","state: Jharkhand, district: Chatra, village: Jolha Bigha, other_locations: Pratappur Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Chatra, village: Jolha Bigha, other_locations: Pratappur Police Station",
807101501,The cadres of the CPI-Maoist blew up three government buildings in Chainpur in Giridih District of Jharkhand.,"state: Jharkhand, district: Giridih, village: Chainpur",state: Jharkhand - District: Giridih - Village: Chainpur - Other locations: None mentioned,"state: Jharkhand, district: Giridih, village: Chainpur, other_locations: """"","state: Jharkhand, district: Giridih, village: Chainpur","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Giridih, village: Chainpur",
807111501,"Police and the CRPF have launched a joint operation to break the financial resources of the Maoists in East Singhbhum District who collect levy from contractors in the area. The SF personnel arrested two Maoist supporters carrying cash collected from a contractor in the form of levy to hand over to Maoist leader Ranjit Pal alias Rahul, who was the prime accused in the killing of JMM MP Sunil Mahato.","state: Jharkhand, district: East Singhbhum","state: Jharkhand, district: East Singhbhum","state: Jharkhand, district: East Singhbhum, village: Not mentioned, other_locations: Not mentioned.","state: Jharkhand, district: East Singhbhum, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: East Singhbhum",
807111503,"Ranchi District Police arrested three members of TPC, who were arrested at Subhash Nagar under Khalari Police Station. The Police had information that the three of them were moving somewhere to collect levy and Police raided. Gopal Ganjhu alias Nirbhayji (33), Sanesh Kumar (36), and Sankar Ganjhu (25) worked together in TPC.","state: Jharkhand, district: Ranchi, village: Subhash Nagar, other_locations: Khalari Police Station","district: Ranchi, village: Subhash Nagar, other_locations: Khalari Police Station. Reasoning Skill: This question requires the ability to identify and extract relevant information from a text","state: Jharkhand, district: Ranchi, village: Not mentioned, other_locations: Subhash Nagar","state: Jharkhand, district: Ranchi","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Ranchi, village: Subhash Nagar, other_locations: Khalari Police Station",
807111502,"A wanted rebel of PLFI, identified as Bikram Gope alias Barud Gope (35), was arrested from Dhenatoli village under Kolebira Police Station in Simdega District. Barud is said to be close to PLFI founder and chief Dinesh Gope. Two of his aides were also arrested along with Barud when a Police team raided Dhenatoli village where a group of five PLFI rebels were holding a meeting. While two of them managed to escape from the camp, three others were held.","state: Jharkhand, district: Simdega, village: Dhenatoli, other_locations: Kolebira, Kolebira Police Station","state: Odisha, district: Simdega, village: Dhenatoli, other_locations: Kolebira Police Station","state: Jharkhand, district: Simdega, village: Dhenatoli, other_locations: Kolebira Police Station.","state: Jharkhand, district: Simdega, village: Dhenatoli, other_locations: Kolebira Police Station","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Simdega, village: Dhenatoli, other_locations: Kolebira Police Station",
1207111501,"Nine wanted CPI-Maoist cadres surrendered before Police in Gadchiroli District. ""The Maoist movement received a big jolt today when nine Maoists, including the 'section commander' of PLGA company No. 4, Irapa alias Pradip Kujur, laid down their arms and decided to come to mainstream. All of them were inspired by the surrender of senior Maoist leader Gopi and Vijay earlier this year,"" said a press statement issued by the office of SP, Gadchiroli. Apart from Irapa, his wife Sindhu, Kasansur Dalam member Rupesh, Kasansur area committee member Durgesh, Dalam member Kanhu, Platoon B member Raju, Korchi Dalam member Roja, platoon 14 member Akash and dalam member Subash also surrendered.","state: Maharashtra, district: Gadchiroli","village: irapa, other_locations: kasansur","state: Maharashtra, district: Gadchiroli, village: Not mentioned, other_locations: Not mentioned.","state: Maharashtra, district: Gadchiroli, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli, other_locations: Gadchiroli",
1207111502,"SFs arrested a senior cadre of the CPI-Maoist military wing PLGA, Sunil alias Chayan Singh Hidami, in Gadchiroli District.","state: Maharashtra, district: Gadchiroli","state: Maharashtra, district: Gadchiroli","state: Maharashtra, district: Gadchiroli, village: Not mentioned, other_locations: Not mentioned.","state: Maharashtra, district: Gadchiroli, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Maharashtra, district: Gadchiroli",
807121501,"SFs recovered a seven kilogram pipe bomb planted under the Ghori Ghat Main road in Chatra District. On a tip off, CRPF and the District Police personnel launched a search and recovered the explosive. It was apparently planted by CPI-Maoist to target security forces, from the arterial road passing through Jolhatetaria village, SP Surendra Kumar Jha said.","state: Jharkhand, district: Chatra, village: Jolhatetaria, other_locations: Ghori Ghat Main road","state: Jharkhand, district: Chatra, village: Jolhatetaria, other_locations: Ghori Ghat Main road","state: Jharkhand, district: Chatra, village: Jolhatetaria, other_locations: N/A","state: Jharkhand, district: Chatra, village: Jolhatetaria","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Chatra, village: Jolhatetaria, other_locations: Ghori Ghat Main road",
307121502,"Ayatu, secretary of the Malangir area committee of the CPI-Maoist, has been 'detained' by his own party men and has been kept in captivity in the Katekalyan forest in Chhattisgarh's Dantewada District reliable sources have told. Ayatu has been accused of facilitating the surrender of Maoist leader Kiran alias Sannu Potam on May 24 before the Dantewada Police. Sources told that Ayatu reportedly uttered some ""unpleasant words"" against the highhandedness of Darbha DVC member and Malangir area committee in charge Nirmala.","state: Chhattisgarh, district: Dantewada, village: Katekalyan, other_locations: Malangir","district: dantewada, other_locations: katekalyan forest","state: Chhattisgarh, district: Dantewada, village: Not mentioned, other_locations: Katekalyan forest","state: Chhattisgarh, district: Dantewada, village: Malangir, other_locations: Katekalyan forest","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Dantewada, other_locations: Katekalyan forest",
307121501,A STF trooper was injured in a gun-battle with CPI-Maoist cadres in the forests under Kukanar Police Station limits in Sukma District. The gun-battle took place while a joint team of security personnel was carrying out an anti-Maoist operation.,"state: Chhattisgarh, district: Sukma, other_locations: Kukanar Police Station","state: Chhattisgarh, district: Sukma, village: Kukanar, other_locations: forests","state: Chhattisgarh, district: Sukma, village: (not mentioned), other_locations: Kukanar Police Station.","state: Chhattisgarh, district: Sukma, village: Kukanar","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma, village: Kukanar",
207121501,"Acting on a tip off, Bihar Police arrested a CPI-Maoist cadre, identified as Gulam Mustafa, from a village under Tariyani Police Station limits in Sheohar District. He was arrested while he was extorting from a panchayat head.","state: Bihar, district: Sheohar, other_locations: Tariyani, Tariyani Police Station limits",state: Bihar - District: Sheohar - Village: Tariyani -,"state: Bihar, district: Sheohar, village: Tariyani, other_locations: Police Station limits.","state: Bihar, district: Sheohar, village: <not mentioned>, other_locations: Tariyani Police Station limits.","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Sheohar, village: Tariyani",
