incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,armed_assault,arrest,bombing,infrastructure,surrender,seizure,abduction,action_successful,first_target,second_target,civilians,maoist,government_officials,security,private_property,mining_company,ngos,government_infrastructure,non_maoist_armed_group,no_target,first_civilian_target,second_civilian_target,former_maoist,high_caste_landowner,police_informer,businessman,aspiring_politician,other_elite,other_civilian,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders,incident_summary
107130602,Andhra Pradesh,Warangal,Raghunathpalle,Kalvapalli,NA,Mulug,17.49875,79.11375,2006,2006-07-13T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Former Maoist,NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A former Maoist, Nimmala Durgaiah, was shot dead by CPI-Maoist cadres in Kalvapalli village in the Warangal District."
307051201,Chhattisgarh,Bijapur,NA,Sarkeguda,NA,Bijapur assembly constituency,18.532138824,80.9446,2012,2012-07-05T00:00:00Z,Security,Armed Assault,None,None,1,0,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"The CRPF engaged in an encounter with suspected CPI-Maoist cadres at the same spot in Sarkeguda village where 20 people were killed on June 28. Around 100 CRPF personnel who were on patrolling duty ahead of the day-long bandh called by the Maoists in the area to protest against the killings, engaged in the gunbattle."
1402111102,Odisha,Kandhamal,NA,NA,NA,NA,NA,NA,2011,2011-02-11T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Security,No Target,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A SPO, identified as Narenga Mallick of Dunguda village, working with the Kotagada Police was killed by Maoists in Kandhamal District. The Maoists left a poster on the spot and mentioned that they have killed him as he has not resigned from the job"
805121601,Jharkhand,Chatra,NA,NA,NA,NA,NA,NA,2016,2016-05-12T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Other Elite,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,A Chatra-based journalist Akhilesh Pratap Singh was killed by TPC cadres over a payment dispute in Chatra District.
305141201,Chhattisgarh,Kanker,NA,Bande,NA,Antagarh,20.0369,80.6253,2012,2012-05-14T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Security,No Target,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Assistant sub-inspector (ASI) Dilip Kumar Sinha, posted at Bande Police Station, was shot dead by Maoists in Kanker District."
312271201,Chhattisgarh,Bijapur,Awapalli,NA,NA,Bijapur,18.760007858,80.9178,2012,2012-12-27T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Government Officials,No Target,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Four CPI-Maoist cadres killed Mudiyam Naga (45), Sarpanch of Hirapur village, in Basaguda area, at a weekly market of Awapalli village in Bijapur District."
803241502,Jharkhand,Bokaro,Gomia and Petarwar blocks,NA,Mahuataad area,Gomia,23.69675,85.66958333333334,2015,2015-03-24T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0,0,0,0,"Police arrested two Maoists in raids conducted at two different places in Gomia and Petarwar blocks in Bokaro District. Police have also recovered INR 60,000 cash from the possession of one, which is most likely levy money collected by him from the people of the area. SP A Vijaylaxmi said Police first arrested Rati Ram Manjhi, a resident of Mahuataad area of Gomia, when he had gone to collect levy from businessmen in Petarwar. Later, Police jointly with CRPF arrested another Maoist identified as Tulsi Marandi from Mahuataad area in the District."
205140801,Bihar,Nawanda,NA,Mahari,NA,NA,25.180946,84.316229,2008,2008-05-14T00:00:00Z,Maoist,Armed Assault,"Seizure of Money, Weapons, Property etc",None,1,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,6,0,0,0,6,0,4,0,0,4,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Six CPI-Maoist cadres were killed in an encounter with the Police at Nawada on the Bihar-Jharkhand border. Police received a tip-off about a meeting of the Maoists at Mahari village to plan an operation in the area and subsequently rushed to the village. Six Maoists were killed and four Policemen were injured in the encounter. Police also seized three assault rifles, one carbine, hundreds of live cartridges and eight bombs from the incident site."
1410101301,Odisha,Kendujhar,Harichadanpur,Baraigoda,Daitari area,Telkoi,21.3378,85.791,2013,2013-10-10T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"A CPI-Maoist cadre Bhaskar Patra alias Pravakar, who was involved in explosion, extortion and arson, was arrested from was arrested from Baraigoda village under Daitari Police Station in Keonjhar District."
808050701,Jharkhand,Hazaribagh,Ramgarh,Ramgarh,NA,Ramgarh,23.62386111111111,85.51241666666667,2007,2007-08-05T00:00:00Z,Maoist,Bombing,Facility/Infrastructure Attack,None,0,0,1,1,0,0,0,1,Government Infrastructure,No Target,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a forest beat office; two forest guard quarters,0,0,0,0,0,0,0,0,0,0,0,"Maoists blew up a forest beat office and set ablaze two forest guard quarters at Ramgarh in the Hazaribagh District. However, there was no report of any loss of life. The Maoists reportedly carried out the attack to protest the arrest of their top leaders Yugal Pal and Sushila along with two more hardcore Maoists."
204071001,Bihar,Darbhanga,Kusheswar Asthan East,Usri,NA,Kusheshwar Asthan,25.592277777777777,85.03033333333333,2010,2010-04-07T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,0,0,0,0,0,0,1,1,Government Officials,No Target,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,"Around 50 cadres of the CPI-Maoist abducted Sitaram Rai, headman of Usri village in Darbhanga District."
1407071001,Odisha,Kendujhar,Harichadanpur,Daitari,NA,Telkoi,21.1111,85.8256,2010,2010-07-07T00:00:00Z,Maoist,Facility/Infrastructure Attack,Armed Assault,Hijacking/Kidnapping,1,0,0,1,0,0,1,1,Government Infrastructure,Security,0,0,0,1,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,police station,1,0,0,0,0,0,0,0,0,0,0,"Around 80 heavily-armed cadres of the CPI-Maoist attacked the Police station in Daitari town of Keonjahr District and set it ablaze in the night. The seven Policemen, who were on duty at the Police station at the time of the incident, retaliated triggering a brief exchange of fire with the Maoists. Assistant Sub Inspector Umesh Chandra Marandi went missing after the incident and is feared to have been abducted by the Maoists."
205171501,Bihar,Gaya,NA,Tiletand,NA,NA,NA,NA,2015,2015-05-17T00:00:00Z,Security,Armed Assault,"Seizure of Money, Weapons, Property etc",None,1,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A woman CPI-Maoist cadre was killed and another injured in an encounter with the Police in Gaya District. Acting on a tip off that some Maoists had gathered near Tiletand locality to collect INR 20 million from a construction company on May 16 night, four companies of CRPF's CoBRA battalion rushed there. In the ensuing encounter which continued throughout the night a woman Maoist was killed and another injured, CRPF IG, Bihar-Jharkhand, Arun Kumar said. A walkie talkie, an INSAS rifle and a haul of ammunition were recovered from the spot, Kumar said."
305280705,Chhattisgarh,Dantewada,NA,Bedare,NA,Konta,17.8092,81.3831,2007,2007-05-28T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Security,No Target,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,One Police personnel were wounded when Maoists opened fire at Bedare in the Dantewada District.
308271302,Chhattisgarh,Narayanpur,NA,Pallamkasa,NA,Narayanpur,19.7196,81.2472,2013,2013-08-27T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,3,0,0,0,0,0,0,0,Three CPI-Maoist cadres were arrested by a team of local Police in the forests of Pallamkasa village under Narayanpur Police Station limits in Narayanpur District during a search operation.
303231302,Chhattisgarh,Kondagaon,NA,NA,NA,NA,NA,NA,2013,2013-03-23T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"A Maoist cadre carrying a cash award of INR 17,000 on his head was arrested during a joint search operation in Kondagaon District."
1402221301,Odisha,Koraput,Narayanpatna,Dumshil,NA,Lakshmipur,18.8769,83.1689,2013,2013-02-22T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,A notorious CPI-Maoist cadre wanted in three murder cases was arrested by BSF personnel on the outskirts of Dumshil village under Narayanpatna Police Station limits in Koraput District.
802131001,Jharkhand,East Singhbhum,Dalbhumgarh,Dalbhumgarh,NA,Ghatsila,22.50675,86.55519444444444,2010,2010-02-13T00:00:00Z,Maoist,Hijacking/Kidnapping,None,None,0,0,0,0,0,0,1,1,Government Officials,No Target,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,"The CPI-Maoist cadres abducted Block Development Officer (BDO) Prashant Kumar Leyak, from Dalbhumgarh village in East Jharkhand."
205301001,Bihar,Munger,NA,Banvarsha,NA,NA,NA,NA,2010,2010-05-30T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,A cadre of the CPI-Maoist was allegedly killed by his associates for working against the outfit near Banvarsha village in Munger District.
1206191601,Maharashtra,Gadchiroli,Aheri,NA,Kotepalli,Aheri,19.4134,80.0059,2016,2016-06-19T00:00:00Z,Security,Armed Assault,"Seizure of Money, Weapons, Property etc",None,1,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,Three senior members of the CPI-Maoist were killed by the Police in Gadchiroli District of Maharashtra
806081002,Jharkhand,Gumla,Gumla,Visunpur (Bishunpur),Silamkot jungle,Gumla,23.372805555555555,84.37158333333333,2010,2010-06-08T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5,1,4,0,0,0,0,0,0,0,"Five Left Wing Extremists were arrested by the Police from Gumla District. Four cadres belonging to the People's Liberation Front of India (PLFI) were arrested from Silamkot jungle area while a Maoist 'commander' was arrested from Visunpur village of the District. Two rifles, live cartridges, Maoist literature, among other things were seized from their possession."
803141501,Jharkhand,Simdega,NA,NA,NA,NA,NA,NA,2015,2015-03-14T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"A PLFI cadre, identified as Imanuel Hembrom, was arrested in Simdega District. The Police found two rifles and six bullets from his possession."
203041601,Bihar,Gaya,Belaganj,NA,Belaganj Police Station area,Belaganj,24.968777777777778,84.97191666666667,2016,2016-03-04T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0,0,0,0,"The District Police arrested two CPI-Maoist cadres from Belaganj Police Station area in Gaya District and recovered two country made weapons and live cartridges from their possession. ""The arrested men, identified as Munarik Yadav and Chandradip Yadav, hail from the Makhdumpur Police Station area of the neighbouring Jehanabad District. The duo has been charged with extorting money from local brick kiln owners,"" said Gaya SSP Garima Malik."
2112240901,West Bengal,West Midnapore,Binpur - ii,Simulpal,NA,Binpur,22.767777777777777,87.01991666666666,2009,2009-12-24T00:00:00Z,Maoist,Armed Assault,Hijacking/Kidnapping,None,1,0,0,0,0,0,1,1,Government Officials,Maoist,0,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,"The Maoists shot at Durga Soren (48), a zonal committee leader of the JMM (Aditya). Soren was also called out of his house and Maoists pumped bullets into him. Additional Superintendent of Police (Jhargram) Murlidhar said, ""We have been informed that one bullet-ridden body has been found in Simulpal. We have sent forces to the area."" A CPI-Marxist activist Biswanath Kundu was abducted allegedly by the Maoists. A missing complaint has been lodged with the Goaltore Police Station."
812040901,Jharkhand,East Singhbhum,Patamda,Chotachidka,Bodam,Jugsalai,22.95638888888889,86.28380555555556,2009,2009-12-04T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Other Civilian,NA,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Suspected CPI-Maoist cadres shot dead a guard in the East Singhbhum District. The activists arrived at the house of Tejlal Singh (40) in the night and dragged him out about a kilometre away before killing him in Chotachidka village under Bodam Police Station. The exact cause behind the killing could not be ascertained, they said."
1410161501,Odisha,Gajapati,Paniganda,Adava,Kattama-Baliganda route,Paralakhemundi,19.488,84.1771,2015,2015-10-16T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,0,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"SFs recovered two powerful tiffin bombs from Adava in Gajapati District. ""The explosives, suspected to have been planted by the Maoists, were recovered from the Kattama-Baliganda route during a combing operation carried out jointly by the CRPF, the district voluntary force and police,"" said SP Satyajit Nayak. The two tiffins contained IEDs weighing 47 kg each."
309211401,Chhattisgarh,Rajnandgaon,NA,NA,Kanghurra region,NA,NA,NA,2014,2014-09-21T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",Armed Assault,None,1,0,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"SFs comprising personnel of the ITBP and DF busted a CPI-Maoist camp and seized laptops, printer and other electronic gadgets in Rajnandgaon District of Chhattisgarh, after an encounter with the Maoists in the dense forests of Katema in the Kanghurra region of the District. After reaching the jungles of Katema, the SFs and Maoists had an encounter following which the rebels fled away leaving behind computers, laptop (i-5 generation), mouse, backpacks, torches, cords, medicines and other items. Blood stains were spotted at the encounter site which suggests few insurgents would have sustained serious injuries, SP Sanjeev Shukla said."
802091602,Jharkhand,Simdega,NA,NA,NA,NA,NA,NA,2016,2016-02-09T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,"Two STF personnel posing as suppliers of AK-47 assault rifles have succeeded in arresting a CPI-Maoist self-styled 'sub-zonal commander', identified as Jitendra alias Tiger, in Simdega District. He belonged to the Aurangabad-Bhojpur sub-zone of the CPI-Maoist. Giving details, STF SP Shivdeep Lande said ""A team of special intelligence group (SIG) of STF went to Simdega posing as suppliers of AK-47 and managed to trap Jitendra alias Tiger. The STF has handed him over to the local Police Station and Bihar Police will take him on transit remand."""
207011202,Bihar,Banka,Shambhuganj,Chutia,Kaimur hills,Amarpur,25.040666666666667,86.7641111111111,2012,2012-07-01T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,"A hardcore Maoist was arrested from Kaimur hills under Chutia Police Station area in Rohtas District. The Security Forces arrested Maoist cadre Suresh Paswan during a combing operation. A printer and scanner were seized from the possession of the Maoist, who was said to be the 'sub-zonal commander' of Rohtas and Sonebhadra region. A native of Nawadih village, Paswan was wanted in at least 18 cases of violence and related activities in the District and adjoining area across Bihar and Uttar Pradesh."
305251301,Chhattisgarh,Sukma,NA,NA,NA,NA,NA,NA,2013,2013-05-25T00:00:00Z,Maoist,Armed Assault,Hijacking/Kidnapping,None,1,0,0,0,0,0,1,1,Government Officials,No Target,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,31,31,0,0,0,0,28,28,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,"Top Congress leaders, including State Congress Chief Nand Kumar Patel, senior Congress leader Mahendra Karma (founder of Salwa Judum, an anti-Maoist vigilante group) and former Congress Member of Legislative Assembly, Uday Mudliyar, were among 28 persons killed when heavily-armed Communist Party of India-Maoist (CPI-Maoist) cadres ambushed a convoy of the leaders inside a dense forest in Sukma District. Former Union Minister V C Shukla was among 30 others injured in the incident.

The bodies of Nand Kumar Patel and his son Dinesh, who were abducted by the Maoists during the attack on May 25, were recovered on May 26."
1403131301,Odisha,Nuapada,NA,Pathpani,NA,NA,NA,NA,2013,2013-03-13T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,Nuapada District Police arrested a CPI-Maoist supporter among the villagers of Pathpani who have been appealing to the district administration to relocate them in another village for fear of Maoists.
207311502,Bihar,East Champaran,NA,NA,NA,NA,NA,NA,2015,2015-07-31T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,3,0,0,0,0,0,0,0,Three Maoists have been arrested from two places in East Champaran District.
805271201,Jharkhand,Khunti,Jaranga,Adki,NA,Torpa,23.00805555555555,85.53316666666666,2012,2012-05-27T00:00:00Z,Maoist,Bombing,None,None,0,0,1,0,0,0,0,0,Government Infrastructure,Security,0,0,0,1,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A powerful IED suspected to have been planted by the CPI-Maoist cadres was recovered by SFs in Jaranga village in Khunti District. The IED, weighing 25 kilograms, was found hidden during routine search at a spot falling under Adki Police Station."
810180802,Jharkhand,Latehar,NA,NA,NA,NA,NA,NA,2008,2008-10-18T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Government Officials,Private Property,0,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,politicians house ransacked,0,0,0,0,0,0,0,0,0,0,0,"About 20 suspected Maoists set afire the house of a local RJD leader and assaulted 12 civilians in the Latehar District on October 18 night. RJD leader Suresh Yadav, and his family members were not present in the house during the raid. Maoists also set a four-wheeler on fire before retreating."
201090901,Bihar,Jehanabad,Ratni Faridpur,Bhagwanpur Matia,NA,Jehanabad,26.128194444444446,85.36052777777778,2009,2009-01-09T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,1,5,0,0,0,0,0,0,0,"Six cadres of the CPI-Maoist, including a senior 'area commander', were arrested by the Police during a search operation at Bhagwanpur Matia village in the Jehanabad District. According to the Jehanabad Superintendent of Police (SP), Manu Mahraj, ""the self-styled area commander of Maoists, Uday Yadav, who was absconding since Jehanabad jailbreak in 2005, was arrested along with two country made carbines and four country made pistols."" The other Maoists were identified as Ashok Yadav, Madhusudan Yadav, Ajay Yadav, Dharmendra Yadav and Mahesh Choudhary. Police also recovered two locally-made carbines, four pistols and 38 live cartridges and Police belts."
808170701,Jharkhand,Bokaro,Gomia,NA,Swang coalmines,Gomia,23.79641666666667,85.83572222222222,2007,2007-08-17T00:00:00Z,Maoist,Armed Assault,"Seizure of Money, Weapons, Property etc",Facility/Infrastructure Attack,1,0,0,1,0,1,0,1,Security,Mining Company,0,0,0,1,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a jeep,0,0,0,0,0,0,0,0,0,0,0,"CPI-Maoist cadres attacked a jeep belonging to security personnel of the Central Coalfield Limited (CCL) while they were on patrol duty at the Swang coalmines in the Bokaro District. The security personnel reportedly surrendered to the Maoists and handed over their rifles to save their lives. The Maoists then set ablaze the jeep before escaping. According to official sources, non-payment of extortion money was the reason behind the attack."
110211301,Andhra Pradesh,Khammam,Bhadrachalam rural,Gollaguupa,NA,Bhadrachalam,17.046277777777778,79.28955555555555,2013,2013-10-21T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Police Informer,NA,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A group of seven CPI-Maoist cadres allegedly shot dead a 25-year-old villager, identified as Madakam Kosalu, branding him as a 'Police informer' in Khammam District. He was dragged out of his house in Gollaguupa village of Bhadrachalam rural mandal and three bullets were pumped into his chest."
1207111502,Maharashtra,Gadchiroli,NA,NA,NA,NA,NA,NA,2015,2015-07-11T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"SFs arrested a senior cadre of the CPI-Maoist military wing PLGA, Sunil alias Chayan Singh Hidami, in Gadchiroli District."
806191301,Jharkhand,West Singhbhum,Bandgaon,Katua,Bandgaon Police Station,Chakradharpur,22.86725,85.32558333333333,2013,2013-06-19T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Civilians,No Target,1,0,0,0,0,0,0,0,0,0,Other Civilian,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Four persons including a woman and her daughter were injured when PLFI cadres, a splinter group of the CPI-Maoist, opened fire at a traditional tribal fair at Katua village under Bandgaon Police Station of West Singhbhum District."
112251101,Andhra Pradesh,Visakhapatnam,G.K. Veedhi,Jerrela,NA,Rayadurg,17.861555555555558,82.19658333333334,2011,2011-12-25T00:00:00Z,Maoist,Facility/Infrastructure Attack,None,None,0,0,0,1,0,0,0,1,Government Infrastructure,No Target,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"The Maoists felled trees at the nearby Jerrela in G.K. Veedhi mandal where heavy bauxite deposits are located, bringing traffic to a halt with a view not to allow people going to the weekly market."
306240702,Chhattisgarh,Dantewada,NA,Surekheda,Motalapalli,NA,NA,NA,2007,2007-06-24T00:00:00Z,Maoist,Armed Assault,None,None,1,0,0,0,0,0,0,1,Non-Maoist Armed Group,No Target,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"Two Salwa Judum activists, identified as Lambaram Sodhi and Chandreyya, were killed by cadres of the CPI-Maoist at Surekheda and Motalapalli villages respectively in the Dantewada District."
2110061201,West Bengal,West Midnaproe,NA,NA,Kandasole forest,Medinipur,22.587406,87.41269,2012,2012-10-06T00:00:00Z,Security,Arrest,None,None,0,1,0,0,0,0,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,"A CPI-Maoist cadre identified as Mansingh Murmu alias Sujoy, wanted in a number of murders in West Bengal and Odisha was arrested by the joint forces from Kandasole forest in West Midnapore District."
212011201,Bihar,Munger,Munger,Makshash Mohalla,Kashim Bazar,Munger,25.35113888888889,86.47777777777777,2012,2012-12-01T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,0,1,0,0,0,1,0,1,Maoist,No Target,0,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,0,2,0,0,0,0,0,0,"Two arms smugglers who supplied arms and ammunition to CPI-Maoist cadres were arrested by a joint team of Police and STF during a raid at Makshash Mohalla under Kashim Bazar Police Station in Munger District. The Police seized 70 detonators, one revolver and a few live cartridges of AK-47 from them."
